id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
6834,I,1.2875,0.9625,0.4625,22.55202725,8.97261675,4.57844425,6.6621325,21.0
6835,I,1.275,0.9875,0.3,16.51358375,7.83863675,3.89805625,3.685435,8.0
6836,F,1.375,1.0625,0.375,24.834162,12.71475075,5.59902625,6.3786375,10.0
6837,F,1.575,1.2,0.4,29.80949925,14.3164975,6.19436575,8.6465975,12.0
6838,M,1.4375,1.125,0.4,26.138239,10.77281,5.11708475,8.788345,11.0
6839,I,0.9625,0.7375,0.2375,7.144074,2.721552,1.91359125,2.4097075,9.0
6840,I,1.3,1.0,0.325,16.896302,6.81805475,3.9405805,4.9611625,8.0
6841,F,1.55,1.2125,0.35,28.76056775,12.60135275,6.8889285,8.6465975,10.0
6842,M,1.3625,1.05,0.3625,24.45144375,12.26115875,4.8477645,5.8116475,9.0
6843,M,1.4375,1.1,0.4625,31.581343,13.13999325,6.22271525,10.3475675,16.0
6844,F,1.475,1.175,0.3375,32.50270175,16.62698175,5.726599,7.7961125,10.0
6845,F,1.7125,1.325,0.4875,38.9805625,13.324265,6.53455975,13.324265,15.0
6846,I,0.9,0.7,0.2125,4.80524025,2.22543575,1.14815475,1.97029025,6.0
6847,I,1.175,0.9,0.275,14.458245,6.633783,2.93417325,3.685435,8.0
6848,I,0.7,0.525,0.175,2.96252275,1.17650425,0.623689,0.9922325,4.0
6849,F,1.55,1.225,0.475,30.80173175,11.1980525,5.273007,11.1980525,14.0
6850,F,1.425,1.05,0.375,25.92561775,11.679994,4.8477645,7.2291225,12.0
6851,F,1.725,1.3125,0.4375,50.008518,19.03668925,10.44679075,13.324265,13.0
6852,M,1.5375,1.2375,0.4375,36.58502975,17.3215445,8.88756825,10.9145575,11.0
6853,M,1.55,1.2125,0.4,30.9860035,13.04077,6.8322295,8.50485,10.0
6854,M,1.3125,1.0625,0.3625,22.92057075,8.34892775,4.40834725,7.37087,13.0
6855,M,1.325,1.025,0.325,19.220961,5.99591925,4.18155125,5.216308,16.0
6856,F,1.2125,0.925,0.35,15.49300175,6.4920355,3.7137845,4.9611625,11.0
6857,I,1.375,1.125,0.3625,21.4038725,8.334753,4.97533725,7.93786,11.0
6858,I,1.0625,0.8125,0.2875,11.89261525,3.21766825,1.7860185,3.685435,8.0
6859,I,1.2875,1.0,0.35,22.75047375,9.07184,4.57844425,6.23689,9.0
6860,M,1.275,1.0,0.3,16.40018575,7.1724235,4.23825025,4.252425,8.0
6861,I,0.4375,0.325,0.1,0.75126175,0.35436875,0.18427175,0.2551455,2.0
6862,M,1.525,1.175,0.3625,31.9498865,15.06775925,6.08096775,8.221355,9.0
6863,F,1.475,1.1375,0.4875,29.55435375,12.927372,5.74077375,9.7805775,17.0
6864,M,1.6375,1.2875,0.4,48.3925965,23.0481435,9.695529,10.9145575,11.0
6865,M,1.3125,1.025,0.3,19.66037825,7.994559,4.9044635,6.23689,7.0
6866,F,1.375,1.025,0.35,24.437269,8.32057825,4.479221,8.0796075,15.0
6867,M,1.4625,1.125,0.3625,27.51318975,11.7650425,5.40057975,7.087375,12.0
6868,M,1.3875,1.0375,0.4,27.76833525,11.8217415,6.066793,8.0796075,11.0
6869,I,0.9375,0.6875,0.2375,6.293589,2.721552,1.14815475,1.8427175,6.0
6870,M,1.55,1.225,0.375,35.3518265,17.70426275,8.164656,9.7805775,10.0
6871,M,1.175,0.9125,0.3125,13.53688625,5.159609,2.76407625,4.3941725,11.0
6872,F,1.8,1.4375,0.4875,55.8201655,20.68096025,10.8578585,20.128145,14.0
6873,M,1.6,1.25,0.4,31.581343,14.344847,7.10154975,8.29222875,10.0
6874,F,1.6375,1.25,0.4125,38.271825,17.61921425,7.38504475,12.0485375,12.0
6875,F,1.25,0.975,0.35,20.22736825,9.05766525,4.23825025,5.2446575,10.0
6876,M,1.1,0.8125,0.275,10.41844125,4.01145425,2.50893075,3.40194,8.0
6877,M,1.4375,1.1375,0.375,28.2644515,10.092422,5.42892925,9.7805775,12.0
6878,M,1.5125,1.25,0.375,30.277266,15.2803805,6.22271525,9.7805775,10.0
6879,I,1.125,0.9,0.275,12.6722265,5.159609,2.324659,4.53592,10.0
6880,I,1.3125,1.0625,0.35,18.540573,7.55514175,3.8838815,6.520385,10.0
6881,M,1.6,1.2125,0.4125,34.06192425,17.463292,7.0023265,8.9300925,11.0
6882,M,1.6,1.275,0.5,37.52056325,17.22232125,8.60407325,11.623295,12.0
6883,M,1.6,1.2125,0.475,39.02308675,16.726205,8.09378225,10.0640725,9.0
6884,M,1.5375,1.1875,0.4375,37.137845,15.705623,7.55514175,9.07184,10.0
6885,M,1.6,1.25,0.4125,32.10580875,15.1669825,7.41339425,9.4970825,12.0
6886,I,1.325,1.025,0.3125,19.20678625,9.07184,4.40834725,5.386405,8.0
6887,M,1.625,1.2875,0.475,36.230661,13.36678925,7.89533575,13.4660125,11.0
6888,I,0.525,0.375,0.125,1.190679,0.623689,0.35436875,0.4252425,7.0
6889,M,1.4125,1.1125,0.4125,25.0893075,8.32057825,6.76135575,7.7961125,14.0
6890,F,1.425,1.15,0.3875,27.51318975,13.08329425,6.08096775,8.221355,9.0
6891,M,1.45,1.1625,0.375,29.95124675,13.324265,6.78970525,7.5126175,11.0
6892,I,0.9375,0.7,0.3375,7.10154975,2.56562975,1.43164975,2.9766975,14.0
6893,I,0.5625,0.4125,0.1,1.06310625,0.510291,0.18427175,0.4252425,5.0
6894,F,1.5625,1.225,0.4125,30.7025085,13.891255,6.36446275,8.3631025,13.0
6895,F,1.6,1.2375,0.4,35.13920525,16.57028275,7.07320025,9.4970825,9.0
6896,F,1.1375,0.9125,0.3,11.8217415,4.52174525,2.62232875,3.8271825,11.0
6897,F,1.4375,1.1875,0.4,25.2027055,9.48290775,6.22271525,7.7961125,11.0
6898,M,1.5,1.1875,0.3875,27.22969475,13.59358525,6.066793,7.654365,8.0
6899,I,1.2125,0.9625,0.3125,18.75319425,8.34892775,3.61456125,4.819415,9.0
6900,F,1.4375,1.0875,0.3625,27.76833525,13.1258185,5.8116475,7.5126175,15.0
6901,I,0.6875,0.5,0.2125,2.83495,1.1056305,0.623689,0.9922325,6.0
6902,I,1.125,0.875,0.35,13.04077,5.74077375,2.67902775,4.479221,8.0
6903,M,1.6,1.225,0.4,35.380176,17.42076775,7.24329725,8.3631025,9.0
6904,I,0.9,0.675,0.2,5.06038575,2.50893075,1.13398,1.814368,6.0
6905,M,1.35,1.0375,0.2875,22.80717275,7.200773,5.386405,6.80388,14.0
6906,M,1.575,1.1875,0.375,33.1972645,16.68368075,6.67630725,9.7805775,11.0
6907,M,1.3625,1.075,0.4,25.95396725,10.0073735,5.85417175,7.93786,10.0
6908,F,1.4125,1.15,0.4,29.1149365,12.47378,6.123492,8.221355,10.0
6909,F,1.475,1.1625,0.3875,29.95124675,13.834556,6.690482,7.654365,13.0
6910,F,1.5625,1.1875,0.375,31.1561005,14.33067225,7.0023265,8.15048125,10.0
6911,I,0.6875,0.5,0.1375,2.721552,1.0489315,0.56699,0.850485,5.0
6912,M,1.4,1.1125,0.3875,26.80445225,10.47514025,5.68407475,7.7961125,12.0
6913,I,1.2125,0.9125,0.3375,16.93882625,7.93786,3.7137845,4.422522,8.0
6914,M,1.6125,1.2625,0.425,35.3518265,15.52135125,8.051258,9.922325,9.0
6915,F,1.475,1.2,0.4125,27.93843225,9.6104805,6.67630725,9.4970825,10.0
6916,M,1.4125,1.0875,0.4125,22.736299,9.99319875,5.1879585,7.2291225,15.0
6917,I,0.9,0.6625,0.225,5.82582225,2.721552,1.0489315,1.8427175,7.0
6918,I,0.7,0.5375,0.175,3.515338,2.041164,0.72291225,0.850485,6.0
6919,F,1.05,0.775,0.2625,10.3475675,4.37999775,2.22543575,3.40194,12.0
6920,M,1.5375,1.2125,0.375,34.8415355,16.74037975,7.38504475,8.221355,9.0
6921,F,1.6,1.3,0.4125,39.81687275,20.2131935,8.46232575,9.355335,13.0
6922,F,1.5,1.1625,0.4,24.70658925,9.90815025,5.9817445,7.93786,12.0
6923,I,1.3125,0.95,0.3,13.551061,5.0745605,3.1467945,4.53592,9.0
6924,I,0.9875,0.75,0.225,9.08601475,3.98310475,1.54504775,2.6932025,7.0
6925,I,0.925,0.6875,0.25,6.0951425,2.721552,1.68679525,2.26796,8.0
6926,F,1.6125,1.3125,0.5375,45.60017075,13.437663,8.77417025,19.84465,16.0
6927,F,1.5375,1.2,0.3875,28.10852925,14.55746825,6.5487345,7.93786,9.0
6928,I,1.1125,0.8125,0.275,12.82814875,5.03203625,2.9199985,3.628736,7.0
6929,M,1.4625,1.05,0.325,18.21455375,10.149121,4.2240755,4.819415,10.0
6930,I,0.975,0.75,0.25,7.6827145,3.061746,1.68679525,2.26796,8.0
6931,I,0.4125,0.15,0.0625,0.5953395,0.18427175,0.12757275,0.1417475,4.0
6932,I,1.2625,0.975,0.3,15.5071765,6.13766675,3.81300775,4.195726,8.0
6933,I,0.675,0.5125,0.2,2.8632995,1.1623295,0.55281525,0.850485,5.0
6934,M,1.55,1.2,0.375,34.0194,15.422128,8.40562675,8.9300925,12.0
6935,M,0.9,0.6625,0.2375,5.82582225,2.721552,1.0489315,1.74349425,7.0
6936,I,0.525,0.375,0.1375,1.13398,0.46776675,0.35436875,0.29766975,5.0
6937,M,1.2625,1.0,0.3625,20.41164,8.6465975,6.36446275,5.953395,11.0
6938,I,1.225,0.9625,0.325,17.8885345,8.29222875,3.8838815,5.03203625,9.0
6939,I,0.95,0.6875,0.25,6.87475375,3.1467945,1.51669825,1.8427175,7.0
6940,M,1.375,1.0625,0.325,20.76600875,8.3064035,4.97533725,5.5281525,9.0
6941,M,1.525,1.175,0.4,34.5013415,17.67591325,7.47009325,9.2135875,8.0
6942,F,1.175,0.875,0.325,17.349894,6.860579,3.89805625,5.5281525,14.0
6943,M,1.4375,1.1375,0.375,24.8058125,9.96484925,4.5075705,8.0796075,10.0
6944,F,1.4875,1.2,0.4125,29.993771,10.77281,7.01650125,8.50485,13.0
6945,M,1.2125,0.8875,0.3875,15.88989475,6.917278,2.93417325,6.0951425,11.0
6946,I,0.5125,0.425,0.1125,1.304077,0.58116475,0.1984465,0.43941725,3.0
6947,F,1.675,1.35,0.4125,42.297454,13.08329425,8.74582075,14.74174,20.0
6948,M,1.3625,1.025,0.3625,22.792998,9.6671795,5.10291,6.80388,9.0
6949,M,1.6375,1.3125,0.4125,41.39027,19.447757,7.9662095,11.4815475,13.0
6950,F,1.525,1.2,0.425,32.92794425,14.89766225,7.824462,9.63883,10.0
6951,M,1.4625,1.1375,0.3875,27.158821,12.587178,6.93145275,7.5126175,11.0
6952,M,1.475,1.125,0.3625,24.56484175,11.453198,6.22271525,7.2291225,10.0
6953,I,1.0875,0.8375,0.2875,9.48290775,3.912231,2.1262125,3.40194,13.0
6954,F,1.6125,1.35,0.4875,48.26502375,17.19397175,9.11436425,14.21727425,19.0
6955,I,0.825,0.65,0.2125,5.57067675,2.59397925,1.20485375,1.5592225,6.0
6956,I,0.45,0.325,0.125,0.75126175,0.35436875,0.2551455,0.2551455,6.0
6957,I,0.45,0.3,0.125,0.66621325,0.226796,0.09922325,0.226796,4.0
6958,M,1.2625,1.0,0.3375,18.80989325,7.93786,3.175144,5.10291,8.0
6959,F,1.6625,1.3,0.4375,45.7277435,15.025235,9.128539,13.324265,24.0
6960,I,0.9375,0.7125,0.225,7.10154975,3.1467945,1.51669825,2.14038725,8.0
6961,M,1.5625,1.25,0.4,36.0889135,13.73533275,8.391452,9.4970825,12.0
6962,F,1.6,1.225,0.3875,32.21920675,14.4298955,7.7961125,8.6465975,12.0
6963,I,0.875,0.6625,0.1875,5.10291,1.97029025,1.247378,1.247378,5.0
6964,I,1.45,1.1375,0.3625,28.973189,12.99824575,5.8683465,7.7961125,9.0
6965,F,1.6,1.275,0.45,42.354153,20.8368825,8.6465975,9.922325,11.0
6966,I,1.1375,0.875,0.3375,13.05494475,6.0951425,2.84912475,3.855532,7.0
6967,F,1.6125,1.225,0.4,33.89182725,15.35125425,7.27164675,9.99319875,11.0
6968,F,1.3125,1.025,0.3875,19.8729995,7.3425205,4.15320175,6.520385,9.0
6969,I,0.6125,0.45,0.1625,1.80019325,0.69456275,0.4819415,0.56699,3.0
6970,F,1.5625,1.2375,0.4125,34.77066175,16.42853525,6.7755305,9.07184,10.0
6971,M,1.45,1.175,0.3375,39.859397,22.69377475,6.23689,7.881161,10.0
6972,M,1.55,1.2125,0.4375,35.98969025,15.97494325,7.98038425,9.8372765,9.0
6973,F,1.4875,1.1625,0.375,22.566202,9.525432,4.4508715,7.5126175,10.0
6974,M,1.6,1.25,0.4125,34.3879435,15.5071765,7.484268,9.4970825,10.0
6975,M,1.3125,1.0125,0.3,16.31513725,8.0796075,3.572037,4.15320175,7.0
6976,I,1.0,0.775,0.2,7.9095105,3.55786225,1.70097,2.494756,7.0
6977,I,1.0125,0.7625,0.225,9.19941275,4.46504625,2.097863,3.118445,7.0
6978,M,1.2875,0.9875,0.35,19.17843675,8.3631025,3.855532,5.51397775,10.0
6979,I,0.8125,0.575,0.1875,4.1673765,1.70097,0.72291225,1.17650425,6.0
6980,M,1.475,1.1875,0.375,30.51823675,11.679994,7.27164675,8.3631025,13.0
6981,I,0.8875,0.65,0.2,6.0384435,2.721552,0.963883,1.70097,5.0
6982,F,1.675,1.3,0.45,43.0628905,15.80484625,8.57572375,12.3320325,15.0
6983,I,1.1875,0.9375,0.35,15.762322,7.81028725,3.231843,4.3941725,9.0
6984,I,0.7125,0.5375,0.1875,3.72795925,1.871067,0.680388,0.850485,6.0
6985,M,1.475,1.125,0.3625,27.68328675,13.16834275,5.62737575,7.10154975,8.0
6986,F,1.625,1.2625,0.4875,37.32211675,15.29455525,7.3425205,10.77281,11.0
6987,F,1.5875,1.2125,0.4125,35.98969025,15.0535845,7.98038425,10.0640725,14.0
6988,M,1.625,1.225,0.475,33.46658475,14.92601175,9.241937,8.9300925,11.0
6989,I,1.1625,0.875,0.25,12.190285,5.34388075,2.5798045,4.1106775,9.0
6990,I,0.5875,0.4375,0.1125,1.82854275,0.7654365,0.510291,1.020582,6.0
6991,M,1.125,0.875,0.3375,12.37455675,4.7910655,2.551455,3.40194,8.0
6992,M,1.5125,1.2125,0.4125,31.90736225,10.4609655,6.6054335,11.509897,22.0
6993,I,0.9625,0.75,0.225,8.57572375,4.97533725,1.8994165,2.05533875,7.0
6994,M,1.3125,1.0,0.375,28.91649,15.8473705,6.56290925,6.6621325,9.0
6995,M,1.65,1.35,0.4125,50.7739545,19.731252,9.128539,13.7495075,16.0
6996,M,1.5125,1.2125,0.4375,34.06192425,13.99047825,8.5898985,8.50485,9.0
6997,M,1.4875,1.175,0.35,31.808139,13.53688625,6.56290925,7.5126175,8.0
6998,M,1.475,1.1625,0.4125,33.1972645,11.97766375,6.9456275,11.66581925,14.0
6999,F,1.525,1.175,0.375,27.21552,9.42620875,6.76135575,8.3631025,11.0
7000,F,1.1,0.8375,0.2625,11.6516445,4.9611625,2.14038725,3.685435,8.0
7001,I,1.2,0.8875,0.3125,17.53416575,8.164656,2.96252275,4.9611625,9.0
7002,F,1.6875,1.375,0.5,49.90929475,24.73493875,11.5382465,13.097469,14.0
7003,M,1.1,0.8625,0.25,10.44679075,4.6776675,2.0128145,3.5436875,11.0
7004,M,1.525,1.175,0.3625,30.09299425,14.004653,6.39281225,9.07184,9.0
7005,I,1.3,0.9,0.3125,14.968536,6.4920355,3.288542,4.876114,9.0
7006,I,0.6375,0.475,0.175,2.0695135,0.793786,0.4252425,0.7087375,6.0
7007,F,0.9125,0.6875,0.225,6.42116175,2.96252275,1.644271,2.1262125,8.0
7008,I,0.7,0.525,0.175,2.96252275,1.17650425,0.6520385,0.850485,5.0
7009,I,0.775,0.5625,0.1875,4.20990075,1.97029025,1.14815475,1.2757275,6.0
7010,I,0.7,0.5375,0.1625,3.04757125,1.530873,0.60951425,0.850485,5.0
7011,M,1.3125,1.025,0.4125,18.01610725,6.25106475,4.57844425,6.6621325,9.0
7012,M,1.2125,0.9125,0.3625,16.42853525,6.73300625,3.912231,4.9611625,10.0
7013,I,1.175,0.9375,0.3,15.49300175,6.6054335,3.572037,4.7343665,10.0
7014,I,1.1,0.775,0.275,10.33339275,4.5075705,2.33883375,2.9766975,7.0
7015,M,1.275,1.0,0.35,23.09066775,11.60912025,5.57067675,5.5281525,13.0
7016,F,1.6125,1.2625,0.425,33.40988575,14.92601175,7.0023265,9.7805775,12.0
7017,F,1.4875,1.25,0.3875,34.23202125,17.4349425,6.5487345,9.07184,10.0
7018,I,1.05,0.7625,0.2125,9.11436425,3.685435,1.7293195,2.551455,7.0
7019,I,1.3,1.0,0.35,20.31241675,9.90815025,4.52174525,4.6776675,8.0
7020,F,1.55,1.25,0.425,34.79901125,14.9968855,7.52679225,10.489315,15.0
7021,I,1.075,0.8375,0.225,9.8939755,3.98310475,2.50893075,2.42388225,7.0
7022,I,0.675,0.475,0.1625,2.0128145,1.1056305,0.52446575,0.9355335,5.0
7023,M,1.125,0.8375,0.2625,11.963489,4.9611625,2.608154,3.8271825,8.0
7024,F,1.35,1.0625,0.3875,27.22969475,13.16834275,5.59902625,8.0796075,9.0
7025,F,1.4375,1.0625,0.325,24.76328825,12.927372,4.8477645,5.953395,9.0
7026,I,1.2625,1.0,0.3125,19.43358225,11.12717875,3.86970675,5.10291,8.0
7027,F,1.3375,1.05,0.4,25.86891875,12.47378,4.43669675,7.087375,9.0
7028,M,1.2,0.975,0.3375,15.43630275,6.78970525,3.55786225,4.53592,7.0
7029,I,0.825,0.6375,0.25,7.9662095,3.458639,1.70097,2.05533875,7.0
7030,F,1.5625,1.25,0.4,34.302895,15.46465225,7.86698625,10.0640725,11.0
7031,M,1.55,1.2125,0.4,33.3673615,13.9763035,6.93145275,9.7805775,13.0
7032,I,1.3875,1.075,0.325,22.77882325,11.07047975,4.3941725,6.80388,9.0
7033,F,1.6125,1.275,0.3875,39.7743485,12.23280925,8.37727725,11.3398,11.0
7034,M,1.2375,0.925,0.3125,16.62698175,7.01650125,3.18931875,5.10291,11.0
7035,M,1.6125,1.225,0.4,31.14192575,13.16834275,6.463686,8.03708325,9.0
7036,F,1.325,1.075,0.35,22.169309,6.9456275,4.9044635,6.76135575,15.0
7037,M,1.8,1.4,0.4875,51.199197,22.226008,10.602713,14.74174,11.0
7038,I,1.525,1.2,0.45,34.8415355,15.12445825,7.75358825,9.355335,13.0
7039,M,1.225,0.9625,0.3125,16.896302,6.350288,3.061746,5.8116475,10.0
7040,M,1.1,0.8625,0.275,10.375917,4.86193925,2.50893075,3.40194,8.0
7041,F,1.4125,1.1125,0.3875,27.8675585,12.68640125,6.30776375,8.0796075,10.0
7042,I,1.2,0.9,0.275,14.61416725,7.0590255,2.90582375,4.1673765,8.0
7043,I,0.6,0.45,0.175,2.097863,0.8788345,0.3685435,0.60951425,5.0
7044,M,1.25,0.9625,0.275,16.62698175,7.654365,3.7704835,4.2807745,9.0
7045,M,1.1875,0.8875,0.275,14.118051,6.73300625,2.8066005,3.96893,10.0
7046,I,1.425,1.125,0.4,27.8675585,13.437663,6.520385,8.0796075,10.0
7047,M,1.25,0.9625,0.325,21.21960075,9.05766525,4.8477645,5.2446575,9.0
7048,I,1.15,0.8875,0.2875,12.34620725,5.556502,2.70737725,3.742134,7.0
7049,M,1.3125,1.075,0.3625,22.75047375,10.1774705,4.706017,6.23689,7.0
7050,I,0.8625,0.6375,0.225,5.85417175,2.19708625,0.86465975,1.417475,6.0
7051,M,1.5625,1.25,0.45,33.8776525,13.99047825,6.76135575,10.0640725,10.0
7052,M,1.4875,1.125,0.4,29.83784875,13.08329425,6.5487345,7.32834575,9.0
7053,F,1.525,1.175,0.475,29.937072,12.23280925,5.8683465,9.63883,13.0
7054,F,1.6,1.3,0.4,35.62114675,17.78931125,8.221355,8.731646,11.0
7055,I,0.9125,0.7375,0.2125,7.144074,3.01922175,1.60174675,2.1262125,6.0
7056,F,1.525,1.175,0.4375,33.0271675,10.61688775,6.33611325,10.0640725,18.0
7057,I,1.0375,0.8125,0.2875,10.78698475,3.798833,1.417475,3.21766825,13.0
7058,F,1.5375,1.2,0.4,35.19590425,17.78931125,7.32834575,8.50485,9.0
7059,I,0.6625,0.4875,0.15,3.6003865,1.474174,0.97805775,0.850485,5.0
7060,I,1.3125,1.0,0.325,17.78931125,8.97261675,3.8838815,5.10291,12.0
7061,I,1.075,0.8125,0.2625,11.1413535,4.63514325,2.5231055,3.40194,8.0
7062,M,1.625,1.2875,0.475,39.745999,18.86659225,9.14271375,10.3475675,10.0
7063,M,1.5625,1.25,0.45,34.06192425,16.499409,7.38504475,10.3475675,10.0
7064,M,1.3125,1.0,0.3,21.47474625,9.87980075,4.2807745,5.2446575,7.0
7065,F,1.6375,1.25,0.4875,49.90929475,21.89998875,8.561549,11.3681495,11.0
7066,I,1.25,1.0,0.35,18.75319425,7.41339425,4.252425,5.896696,9.0
7067,I,1.2,0.8875,0.2625,14.5999925,6.56290925,3.3735905,3.96893,7.0
7068,I,1.3,1.0375,0.35,20.41164,10.4042665,4.52174525,5.386405,8.0
7069,F,1.3,1.0,0.3625,17.860185,8.164656,3.8838815,5.10291,8.0
7070,F,1.575,1.2625,0.4,30.91512975,10.61688775,5.8683465,10.0640725,11.0
7071,M,1.5125,1.1875,0.425,31.65221675,13.4660125,7.6260155,8.6465975,10.0
7072,M,1.325,1.0375,0.325,20.3265915,8.32057825,4.86193925,5.2446575,8.0
7073,F,1.4375,1.1625,0.3875,26.365035,12.26115875,4.8477645,7.5126175,11.0
7074,M,1.15,0.8875,0.275,14.118051,6.860579,3.30271675,3.75630875,9.0
7075,I,0.6875,0.5125,0.1875,2.891649,1.2757275,0.52446575,0.9922325,6.0
7076,F,1.35,1.075,0.3125,20.87940675,9.87980075,4.40834725,6.6621325,9.0
7077,F,1.5,1.1875,0.4,33.57998275,13.99047825,7.3992195,9.752228,15.0
7078,I,1.1375,0.8875,0.25,12.7289255,5.896696,2.4097075,3.81300775,7.0
7079,F,1.3,1.0,0.325,18.597272,6.81805475,3.86970675,6.9456275,13.0
7080,I,0.9625,0.725,0.225,6.30776375,2.42388225,1.6726205,2.26796,7.0
7081,I,1.2125,0.85,0.25,12.43125575,6.0951425,2.324659,3.40194,7.0
7082,F,1.625,1.2875,0.5,41.23434775,14.72756525,6.917278,15.025235,19.0
7083,F,1.4375,1.15,0.4,26.09571475,10.81533425,5.68407475,7.7961125,11.0
7084,M,1.6125,1.3,0.425,43.7999775,18.200379,8.43397625,12.6155275,10.0
7085,F,1.0375,0.8625,0.2625,10.53183925,3.84135725,2.1829115,3.40194,18.0
7086,M,1.2875,0.975,0.35,20.19901875,8.77417025,4.649318,5.5281525,9.0
7087,M,1.325,1.0375,0.4125,23.3316385,9.05766525,4.7910655,8.278054,9.0
7088,M,1.3,1.0,0.3625,26.23746225,10.4042665,6.59125875,8.06543275,10.0
7089,I,0.9375,0.7,0.2375,7.144074,3.01922175,1.4458245,2.26796,6.0
7090,M,1.4125,1.0875,0.4625,22.169309,9.07184,4.46504625,8.0796075,8.0
7091,I,1.1625,0.875,0.275,12.757275,5.6699,2.8066005,3.685435,8.0
7092,F,1.775,1.4125,0.575,57.039194,26.3933845,12.076887,15.03940975,13.0
7093,I,1.0875,0.85,0.3,11.226402,5.03203625,2.097863,3.5436875,6.0
7094,F,1.6,1.25,0.45,40.993377,18.6256215,8.391452,11.056305,10.0
7095,M,1.475,1.1625,0.475,31.22697425,11.736693,6.0384435,9.59630575,10.0
7096,I,1.25,0.9625,0.3125,16.9246515,8.97261675,3.458639,4.35164825,8.0
7097,F,1.5,1.1875,0.375,31.70891575,15.37960375,6.8322295,8.9300925,12.0
7098,F,1.525,1.2125,0.475,34.529691,12.757275,6.406987,11.90679,22.0
7099,I,1.3125,1.0,0.325,18.6256215,9.015141,5.14543425,4.9611625,7.0
7100,I,1.4875,1.1625,0.4,27.0737725,12.47378,5.57067675,7.1724235,10.0
7101,I,1.0,0.775,0.2625,8.5898985,3.912231,1.77184375,2.4097075,6.0
7102,F,1.475,1.15,0.375,26.535132,11.07047975,5.17378375,8.788345,9.0
7103,M,1.475,1.225,0.4,36.35823375,15.2803805,7.29999625,9.7805775,10.0
7104,F,1.3125,1.0,0.35,21.8574645,8.561549,5.03203625,7.37087,9.0
7105,F,1.775,1.3625,0.5375,59.53395,28.13687875,14.514944,15.1669825,11.0
7106,F,1.45,1.15,0.3875,24.73493875,7.3992195,5.0745605,7.37087,13.0
7107,M,1.2875,1.0,0.3125,20.19901875,8.7599955,4.5075705,4.9611625,13.0
7108,M,1.1875,0.9375,0.35,16.839603,5.1312595,3.40194,6.0951425,13.0
7109,M,1.65,1.2875,0.3875,37.98833,16.612807,7.2858215,9.4970825,11.0
7110,I,1.2625,0.9625,0.3,18.597272,8.3631025,4.025629,4.819415,7.0
7111,F,1.6875,1.4125,0.475,41.39027,17.463292,10.035723,10.20582,10.0
7112,I,1.2,0.95,0.35,17.2081465,8.34892775,3.72795925,4.40834725,9.0
7113,M,1.4625,1.125,0.375,27.499015,13.42348825,5.85417175,7.5126175,9.0
7114,I,1.175,0.925,0.35,18.01610725,9.015141,3.8838815,4.819415,9.0
7115,I,0.8375,0.6,0.2125,5.443104,2.7499015,1.077281,1.417475,6.0
7116,M,1.6625,1.3125,0.475,40.78075575,17.4916415,8.5331995,11.4815475,13.0
7117,I,0.75,0.575,0.1875,3.61456125,1.28990225,0.75126175,1.13398,6.0
7118,I,0.75,0.575,0.2125,3.92640575,1.34660125,0.75126175,1.190679,5.0
7119,F,1.2875,1.0,0.3125,18.6256215,8.6465975,4.2240755,4.7910655,9.0
7120,I,0.5125,0.325,0.1375,1.54504775,0.35436875,0.26932025,0.29766975,4.0
7121,M,1.275,1.0,0.325,17.08057375,7.47009325,3.8838815,5.2446575,9.0
7122,I,0.9375,0.7125,0.2125,5.10291,2.42388225,1.37495075,1.5592225,6.0
7123,I,0.7,0.525,0.15,2.76407625,1.1623295,0.52446575,0.850485,3.0
7124,M,1.125,0.8375,0.2875,11.09882925,4.6776675,2.50893075,3.8271825,8.0
7125,M,1.575,1.225,0.425,32.601925,16.3009625,7.27164675,8.68912175,9.0
7126,F,1.575,1.2125,0.4625,37.024447,13.31009025,8.3631025,11.056305,9.0
7127,M,1.4875,1.1875,0.375,27.8108595,13.9196045,5.726599,7.5126175,10.0
7128,M,1.5125,1.1625,0.4375,31.2694985,10.5176645,6.30776375,10.77281,14.0
7129,I,1.3125,1.0,0.3,17.53416575,7.72523875,3.67126025,5.2446575,8.0
7130,I,1.1,0.875,0.275,11.3398,4.989512,2.0695135,3.8271825,7.0
7131,I,1.2,0.925,0.25,14.75591475,6.50621025,2.438057,4.252425,8.0
7132,M,1.5375,1.1875,0.4,28.179403,12.00601325,7.07320025,8.9300925,12.0
7133,F,1.4375,1.1,0.3625,26.29416125,10.0073735,4.57844425,7.5126175,13.0
7134,I,1.125,0.825,0.275,12.09106175,4.63514325,2.5231055,3.4302895,8.0
7135,F,0.9875,0.75,0.2375,7.44174375,2.6365035,2.08368825,2.551455,10.0
7136,I,1.1,0.85,0.275,12.48795475,5.74077375,2.14038725,3.572037,8.0
7137,I,0.875,0.6625,0.225,6.70465675,2.70737725,1.43164975,2.1262125,6.0
7138,F,1.55,1.2,0.4375,34.699788,13.13999325,7.3992195,8.6465975,15.0
7139,M,1.5625,1.225,0.4,31.2694985,14.18892475,6.10931725,9.4970825,11.0
7140,M,0.8125,0.625,0.2,4.082328,1.70097,0.9922325,1.417475,10.0
7141,I,1.375,1.125,0.3625,22.169309,9.07184,4.989512,6.23689,11.0
